,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,filename,label,info,text
192,217,"Well, I ain't gonna say no to that.",Joey,neutral,neutral,20,7,5,13,"00:05:28,328","00:05:30,704",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia20_utt7.mp4,neutral,"{'text': ' you can shine, ooh that looks', 'segments': [{'start': 0.0, 'end': 28.14, 'text': ' you can shine, ooh that looks'}], 'audio': {'raw': array([ 1.5869135e-03,  1.3549883e-03,  1.0140792e-03, ...,
       -9.2159346e-05, -5.8956593e-05, -8.8938905e-06], dtype=float32), 'audio_chunks': [array([ 1.5869135e-03,  1.3549883e-03,  1.0140792e-03, ...,
       -9.2159346e-05, -5.8956593e-05, -8.8938905e-06], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=153x153 at 0x383EF7A10>, <PIL.Image.Image image mode=RGB size=163x163 at 0x383EF55D0>, <PIL.Image.Image image mode=RGB size=121x121 at 0x384071490>]}"," you can shine, ooh that looks"
193,218,"So, um, have you told your parents?",Phoebe,neutral,neutral,21,0,2,4,"00:17:25,711","00:17:28,337",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia21_utt0.mp4,neutral,"{'text': ' So, um, have you told your parents?', 'segments': [{'start': 0.0, 'end': 5.0, 'text': ' So, um, have you told your parents?'}], 'audio': {'raw': array([ 1.6121077e-03,  1.5793599e-03, -5.3722557e-05, ...,
        7.7443465e-06, -1.6852853e-05, -4.0851635e-05], dtype=float32), 'audio_chunks': [array([ 1.6121077e-03,  1.5793599e-03, -5.3722557e-05, ...,
        7.7443465e-06, -1.6852853e-05, -4.0851635e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=93x93 at 0x383EC9F50>, <PIL.Image.Image image mode=RGB size=94x94 at 0x383EFCC10>]}"," So, um, have you told your parents?"
194,219,"No, but it'll be OK, they're pretty cool, my brother's straight so. . .",Duncan,neutral,neutral,21,1,2,4,"00:17:28,839","00:17:34,385",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia21_utt1.mp4,neutral,"{'text': ' Can', 'segments': [{'start': 0.0, 'end': 25.16, 'text': ' Can'}], 'audio': {'raw': array([-0.00035655, -0.00038178, -0.00025966, ..., -0.00580512,
       -0.00771444, -0.00948694], dtype=float32), 'audio_chunks': [array([-0.00035655, -0.00038178, -0.00025966, ..., -0.00580512,
       -0.00771444, -0.00948694], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=146x146 at 0x383EDE790>, <PIL.Image.Image image mode=RGB size=168x168 at 0x383EB9650>, <PIL.Image.Image image mode=RGB size=161x161 at 0x383EB9510>, <PIL.Image.Image image mode=RGB size=157x157 at 0x3780A0B10>, <PIL.Image.Image image mode=RGB size=151x151 at 0x3780A1490>, <PIL.Image.Image image mode=RGB size=151x151 at 0x3773725D0>]}", Can
195,220,Here you go.,Phoebe,neutral,neutral,21,2,2,4,"00:17:35,888","00:17:37,305",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia21_utt2.mp4,neutral,"{'text': ' bam, bam', 'segments': [{'start': 0.0, 'end': 1.74, 'text': ' bam, bam'}], 'audio': {'raw': array([-3.4973488e-04, -5.0766813e-04, -8.0244834e-05, ...,
       -1.0984359e-04, -7.4198229e-05,  4.3102809e-05], dtype=float32), 'audio_chunks': [array([-3.4973488e-04, -5.0766813e-04, -8.0244834e-05, ...,
       -1.0984359e-04, -7.4198229e-05,  4.3102809e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=187x187 at 0x37808A910>]}"," bam, bam"
196,221,"You know what, I just have one more question, um, if you had figured this out sooner and um, I had been around, do you think that I would have been the one who.",Phoebe,neutral,neutral,21,3,2,4,"00:17:37,556","00:17:48,441",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia21_utt3.mp4,neutral,"{'text': ' You know, I just have one last question. Um, if you had figured the sorts in a room, I would have been well. Just think I wanted to warm him.', 'segments': [{'start': 0.0, 'end': 4.0, 'text': ' You know, I just have one last question.'}, {'start': 4.0, 'end': 16.0, 'text': ' Um, if you had figured the sorts in a room, I would have been well.'}, {'start': 16.0, 'end': 22.0, 'text': ' Just think I wanted to warm him.'}], 'audio': {'raw': array([ 5.2363593e-03,  4.3366468e-03,  2.0594092e-03, ...,
       -2.7055379e-05,  2.6288762e-06,  1.8165229e-05], dtype=float32), 'audio_chunks': [array([ 5.2363593e-03,  4.3366468e-03,  2.0594092e-03, ...,
       -1.6719828e-04, -1.7412007e-04,  7.8573285e-05], dtype=float32), array([ 1.7952814e-04,  3.7710772e-05, -6.5301625e-05, ...,
       -2.7055379e-05,  2.6288762e-06,  1.8165229e-05], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=158x158 at 0x383F13550>, <PIL.Image.Image image mode=RGB size=180x180 at 0x384070C50>, <PIL.Image.Image image mode=RGB size=190x190 at 0x383EFEFD0>, <PIL.Image.Image image mode=RGB size=196x196 at 0x3780A0A50>, <PIL.Image.Image image mode=RGB size=190x190 at 0x383F0C850>, <PIL.Image.Image image mode=RGB size=197x197 at 0x37806CF10>, <PIL.Image.Image image mode=RGB size=192x192 at 0x37806E190>, <PIL.Image.Image image mode=RGB size=196x196 at 0x37806EFD0>, <PIL.Image.Image image mode=RGB size=187x187 at 0x37806D610>, <PIL.Image.Image image mode=RGB size=188x188 at 0x37806D590>]}"," You know, I just have one last question. Um, if you had figured the sorts in a room, I would have been well. Just think I wanted to warm him."
197,224,"no, um, I'm sorry, don't tell me, I don't think either answer would make me feel better.",Phoebe,sadness,negative,21,4,2,4,"00:17:49,443","00:17:55,698",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia21_utt4.mp4,sad,"{'text': "" No, no. That's why don't tell me I want to be a very old someone with me for better."", 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' No, no.'}, {'start': 2.0, 'end': 10.0, 'text': "" That's why don't tell me I want to be a very old someone with me for better.""}], 'audio': {'raw': array([ 2.1687977e-04,  3.6277738e-04,  1.9426217e-04, ...,
       -3.1359291e-06, -6.6153307e-06, -3.5913130e-05], dtype=float32), 'audio_chunks': [array([ 0.00021688,  0.00036278,  0.00019426, ..., -0.010592  ,
       -0.01294215, -0.015014  ], dtype=float32), array([-1.8127685e-02, -2.0939756e-02, -2.3496009e-02, ...,
       -3.1359291e-06, -6.6153307e-06, -3.5913130e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=168x168 at 0x378095750>, <PIL.Image.Image image mode=RGB size=174x174 at 0x37735EF10>, <PIL.Image.Image image mode=RGB size=167x167 at 0x37806D290>, <PIL.Image.Image image mode=RGB size=174x174 at 0x37806DD50>, <PIL.Image.Image image mode=RGB size=176x176 at 0x383EBBF90>, <PIL.Image.Image image mode=RGB size=176x176 at 0x383EC0950>, <PIL.Image.Image image mode=RGB size=166x166 at 0x378089990>]}"," No, no. That's why don't tell me I want to be a very old someone with me for better."
198,225,I love you Phoebe.,Duncan,joy,positive,21,5,2,4,"00:17:57,701","00:17:58,868",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia21_utt5.mp4,happy,"{'text': ' fuckingTF', 'segments': [{'start': 0.0, 'end': 2.04, 'text': ' fuckingTF'}], 'audio': {'raw': array([ 8.5970975e-04,  6.6517229e-04, -6.9462003e-05, ...,
       -5.9060505e-05, -1.0150607e-04, -5.6168778e-05], dtype=float32), 'audio_chunks': [array([ 8.5970975e-04,  6.6517229e-04, -6.9462003e-05, ...,
       -5.9060505e-05, -1.0150607e-04, -5.6168778e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=184x184 at 0x38403EC50>, <PIL.Image.Image image mode=RGB size=170x170 at 0x37735F850>]}", fuckingTF
199,226,So your brother's straigh huh? Seriously.,Phoebe,surprise,positive,21,6,2,4,"00:18:14,176","00:18:16,511",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia21_utt6.mp4,surprise,"{'text': ' bubble is tonight', 'segments': [{'start': 0.0, 'end': 4.64, 'text': ' bubble is tonight'}], 'audio': {'raw': array([ 0.00020795,  0.00043227,  0.00010551, ..., -0.00131644,
       -0.00136361, -0.00022863], dtype=float32), 'audio_chunks': [array([ 0.00020795,  0.00043227,  0.00010551, ..., -0.00131644,
       -0.00136361, -0.00022863], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=174x174 at 0x384064190>, <PIL.Image.Image image mode=RGB size=183x183 at 0x383EFE710>, <PIL.Image.Image image mode=RGB size=181x181 at 0x383F0DC50>]}", bubble is tonight
200,227,Hey!,Chandler,joy,positive,22,0,5,5,"0:18:17,554","0:18:18,186",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia22_utt0.mp4,happy,"{'text': ' Hmm. Hmm. Hmm.', 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' Hmm.'}, {'start': 2.0, 'end': 4.0, 'text': ' Hmm.'}, {'start': 4.0, 'end': 6.0, 'text': ' Hmm.'}], 'audio': {'raw': array([ 8.9326888e-05, -4.3242759e-04, -7.1557646e-04, ...,
        9.7745695e-05, -5.4152770e-07, -8.6632041e-05], dtype=float32), 'audio_chunks': [array([ 8.9326888e-05, -4.3242759e-04, -7.1557646e-04, ...,
        2.1522560e-03,  9.5088743e-03,  1.1056771e-02], dtype=float32), array([ 2.8238418e-03, -7.8109917e-03, -9.5249955e-03, ...,
        9.7745695e-05, -5.4152770e-07, -8.6632041e-05], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=62x62 at 0x383EC1B10>, <PIL.Image.Image image mode=RGB size=147x147 at 0x378088590>, <PIL.Image.Image image mode=RGB size=166x166 at 0x37802B450>]}", Hmm. Hmm. Hmm.
201,228,Hi.,Monica,neutral,neutral,22,1,5,5,"0:18:18,186","0:18:20,776",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia22_utt1.mp4,neutral,"{'text': ' Hey. Yeah.', 'segments': [{'start': 0.0, 'end': 2.12, 'text': ' Hey.'}, {'start': 4.46, 'end': 5.8, 'text': ' Yeah.'}], 'audio': {'raw': array([ 9.7160775e-04,  1.3907964e-03,  1.1532559e-03, ...,
       -1.3457429e-06, -3.1145875e-05,  7.9065947e-05], dtype=float32), 'audio_chunks': [array([0.00097161, 0.0013908 , 0.00115326, ..., 0.0046779 , 0.00420356,
       0.00390313], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=64x64 at 0x384071C10>, <PIL.Image.Image image mode=RGB size=156x156 at 0x383F13F50>]}", Hey. Yeah.
202,229,"I just came over to drop offnothing. So that weekend kinda sucked, huh?",Chandler,neutral,neutral,22,2,5,5,"00:18:21,100","00:18:31,109",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia22_utt2.mp4,neutral,"{'text': "" or sooner than I'll have that... let her. sat would remain peaceful."", 'segments': [{'start': 0.0, 'end': 4.94, 'text': "" or sooner than I'll have that...""}, {'start': 5.42, 'end': 7.5200000000000005, 'text': ' let her.'}, {'start': 16.68, 'end': 20.46, 'text': ' sat would remain peaceful.'}], 'audio': {'raw': array([ 3.5253415e-04,  8.4610377e-04,  8.5734494e-04, ...,
        6.4680811e-05,  2.2497637e-05, -2.7731148e-05], dtype=float32), 'audio_chunks': [array([0.00035253, 0.0008461 , 0.00085734, ..., 0.0265363 , 0.04007923,
       0.03335853], dtype=float32), array([0.01096892, 0.01876726, 0.02549866, ..., 0.01405363, 0.01425948,
       0.01314631], dtype=float32), array([], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=79x79 at 0x383EE8B90>, <PIL.Image.Image image mode=RGB size=100x100 at 0x383EEA090>, <PIL.Image.Image image mode=RGB size=125x125 at 0x384072450>, <PIL.Image.Image image mode=RGB size=130x130 at 0x384073B90>, <PIL.Image.Image image mode=RGB size=151x151 at 0x378097F50>, <PIL.Image.Image image mode=RGB size=89x89 at 0x378097CD0>, <PIL.Image.Image image mode=RGB size=58x58 at 0x378095610>]}", or sooner than I'll have that... let her. sat would remain peaceful.
203,230,"Yeah, it did.",Monica,joy,positive,22,3,5,5,"00:18:31,902","00:18:33,111",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia22_utt3.mp4,happy,"{'text': ' ,', 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' ,'}], 'audio': {'raw': array([-2.2697066e-04, -5.4227008e-04, -7.5148919e-04, ...,
        2.3065773e-05, -4.2538024e-05, -6.3199164e-05], dtype=float32), 'audio_chunks': [array([-2.2697066e-04, -5.4227008e-04, -7.5148919e-04, ...,
        2.3065773e-05, -4.2538024e-05, -6.3199164e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=181x181 at 0x383EE9150>, <PIL.Image.Image image mode=RGB size=181x181 at 0x384072DD0>]}"," ,"
204,231,"So, I guess this is over.",Chandler,sadness,negative,22,4,5,5,"00:18:33,821","00:18:35,905",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia22_utt4.mp4,sad,"{'text': "" Shaim, you're too岩了"", 'segments': [{'start': 0.0, 'end': 3.2800000000000002, 'text': "" Shaim, you're too岩了""}], 'audio': {'raw': array([ 6.1731704e-04,  1.0014271e-03,  1.1018387e-03, ...,
       -5.9536156e-05, -2.4768244e-05,  2.9050038e-06], dtype=float32), 'audio_chunks': [array([ 6.1731704e-04,  1.0014271e-03,  1.1018387e-03, ...,
       -5.9536156e-05, -2.4768244e-05,  2.9050038e-06], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=154x154 at 0x383EFD590>, <PIL.Image.Image image mode=RGB size=151x151 at 0x383EC3390>, <PIL.Image.Image image mode=RGB size=155x155 at 0x383EC1D10>]}"," Shaim, you're too岩了"
205,232,What?,Monica,neutral,neutral,22,5,5,5,"00:18:37,382","00:18:39,867",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia22_utt5.mp4,neutral,"{'text': ' One,', 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' One,'}], 'audio': {'raw': array([ 0.00115508,  0.00175487,  0.00162923, ..., -0.00022624,
       -0.00012859, -0.00034309], dtype=float32), 'audio_chunks': [array([0.00115508, 0.00175487, 0.00162923, ..., 0.00227366, 0.00172329,
       0.00118819], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=193x193 at 0x384061250>, <PIL.Image.Image image mode=RGB size=155x155 at 0x383EFD950>, <PIL.Image.Image image mode=RGB size=150x150 at 0x37806F7D0>]}"," One,"
206,233,"Well, y'know, you and me, it had to end sometime.",Chandler,sadness,negative,22,6,5,5,"00:18:37,382","00:18:41,744",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia22_utt6.mp4,sad,"{'text': ' Sandard Micheal Sandard Might as saying Else was a layered', 'segments': [{'start': 0.14, 'end': 1.48, 'text': ' Sandard Micheal'}, {'start': 2.08, 'end': 2.88, 'text': ' Sandard'}, {'start': 3.38, 'end': 3.84, 'text': ' Might as saying'}, {'start': 3.98, 'end': 13.82, 'text': ' Else was a layered'}], 'audio': {'raw': array([ 1.1550819e-03,  1.7548678e-03,  1.6292256e-03, ...,
       -1.5045369e-05, -3.0499643e-05, -3.1265943e-05], dtype=float32), 'audio_chunks': [array([-0.0038747 , -0.00403089, -0.0046237 , ..., -0.00261836,
       -0.00236849, -0.00253952], dtype=float32), array([-0.00039842, -0.00046427, -0.00060196, ..., -0.00145033,
       -0.00194255, -0.00269929], dtype=float32), array([-0.00729207, -0.00748686, -0.00683387, ..., -0.09236652,
       -0.11961291, -0.05863455], dtype=float32), array([-1.4527552e-02, -8.1617655e-03, -2.3004753e-03, ...,
       -1.5045369e-05, -3.0499643e-05, -3.1265943e-05], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=193x193 at 0x37732EAD0>, <PIL.Image.Image image mode=RGB size=155x155 at 0x3771E9B50>, <PIL.Image.Image image mode=RGB size=154x154 at 0x3771E9F10>, <PIL.Image.Image image mode=RGB size=155x155 at 0x383F137D0>, <PIL.Image.Image image mode=RGB size=161x161 at 0x378088610>]}", Sandard Micheal Sandard Might as saying Else was a layered
207,234,"Why, exactly?",Monica,surprise,negative,22,7,5,5,"00:18:42,746","00:18:44,247",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia22_utt7.mp4,surprise,"{'text': ' Why exactly?', 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' Why exactly?'}], 'audio': {'raw': array([0.00048478, 0.00078097, 0.00088964, ..., 0.00016474, 0.00047729,
       0.00025311], dtype=float32), 'audio_chunks': [array([0.00048478, 0.00078097, 0.00088964, ..., 0.00016474, 0.00047729,
       0.00025311], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=156x156 at 0x383ECA910>, <PIL.Image.Image image mode=RGB size=183x183 at 0x383EEB750>]}", Why exactly?
208,235,"Because of the weekend, we had a fight.",Chandler,sadness,negative,22,8,5,5,"00:18:44,581","00:18:46,833",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia22_utt8.mp4,sad,"{'text': ' I like him. I love him.', 'segments': [{'start': 0.0, 'end': 2.0, 'text': ' I like him.'}, {'start': 2.0, 'end': 4.0, 'text': ' I love him.'}], 'audio': {'raw': array([-0.00045864, -0.00073202, -0.00082425, ..., -0.00012898,
        0.00034102,  0.00020091], dtype=float32), 'audio_chunks': [array([-0.00045864, -0.00073202, -0.00082425, ..., -0.07428677,
       -0.07552198, -0.07549047], dtype=float32), array([-0.07390285, -0.07287344, -0.07209964, ..., -0.00012898,
        0.00034102,  0.00020091], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=162x162 at 0x378096890>, <PIL.Image.Image image mode=RGB size=153x153 at 0x3780A12D0>, <PIL.Image.Image image mode=RGB size=157x157 at 0x37804F8D0>]}", I like him. I love him.
209,236,Chandler that's crazy!,Monica,surprise,positive,22,9,5,5,"00:18:47,000","00:18:49,502",/Users/krazmic/.cache/kagglehub/datasets/bhandariprakanda/meld-emotion-recognition/versions/9/MELD.Raw/MELD.Raw/test/output_repeated_splits_test/dia22_utt9.mp4,surprise,"{'text': "" Toff'n die Boise allze ja"", 'segments': [{'start': 0.0, 'end': 4.6000000000000005, 'text': "" Toff'n die Boise allze ja""}], 'audio': {'raw': array([ 0.00174526,  0.00230804,  0.00243479, ..., -0.00078413,
       -0.00083166, -0.00062459], dtype=float32), 'audio_chunks': [array([ 0.00174526,  0.00230804,  0.00243479, ..., -0.00078413,
       -0.00083166, -0.00062459], dtype=float32)], 'sample_rate': 32000}, 'frames': [<PIL.Image.Image image mode=RGB size=183x183 at 0x3780A0650>, <PIL.Image.Image image mode=RGB size=187x187 at 0x383EEA190>, <PIL.Image.Image image mode=RGB size=183x183 at 0x383EEAD10>]}", Toff'n die Boise allze ja
